package, guess, num_versions, num_parsed_versions, breaking_versions
hsini, Unknown, 8, 4, 
hsinstall, Unknown, 6, 5, 
hskeleton, Unknown, 2, 1, 0.1.1
hslackbuilder, Unknown, 2, 0, 
hslibsvm, Unknown, 2, 0, 
hslinks, Unknown, 3, 0, 
hslogger, PVP, 25, 19, 1.0.9, 1.0.11, 1.0.12, 1.1.0, 1.2.2, 1.2.10
hslogger-reader, Unknown, 3, 2, 1.0.1
hslogger-template, Unknown, 12, 11, 
hslogger4j, Unknown, 2, 0, 
hslogstash, PVP, 16, 5, 0.2.0, 0.2.2, 0.2.3, 0.2.3.1
hslua, PVP, 18, 7, 0.3, 0.4.0
hsmagick, Unknown, 5, 1, 
hsmisc, PVP, 2, 1, 1.2
hsmtpclient, Unknown, 1, 0, 
hsndfile, PVP, 12, 9, 0.4.0, 0.5.0, 0.7.0
hsndfile-storablevector, Unknown, 2, 0, 
hsndfile-vector, Unknown, 2, 0, 
hsnock, Unknown, 7, 0, 
hsnoise, Unknown, 2, 1, 0.0.2
hsns, Unknown, 4, 0, 
hsnsq, Unknown, 3, 1, 0.1.2.0
hsntp, Unknown, 1, 0, 
hsoptions, Unknown, 1, 0, 
hsoz, Unknown, 2, 1, 0.0.0.3
hsp, PVP, 18, 5, 0.4.5, 0.9.0
hsp-cgi, Unknown, 2, 0, 
hsparklines, Unknown, 1, 0, 
hsparql, PVP, 16, 7, 0.1, 0.1.1, 0.2.3, 0.2.8, 0.2.9
hspear, PVP, 2, 1, 0.14
hspec, PVP, 93, 64, 0.4.3, 0.6.0, 0.9.1.1, 1.0.0, 1.1.0, 1.1.1, 1.2.0, 1.3.0, 1.4.0, 1.4.1, 1.4.3, 1.4.4, 1.5.0, 1.6.0, 1.6.1, 1.7.0, 1.10.0, 1.11.0, 2.0.0
hspec-attoparsec, Unknown, 3, 2, 
hspec-checkers, Unknown, 2, 0, 
hspec-contrib, PVP, 5, 2, 0.3.0
hspec-core, PVP, 22, 10, 2.1.9, 2.1.10, 2.2.0
hspec-discover, Unknown, 31, 9, 
hspec-expectations, PVP, 20, 12, 0.7.0
hspec-expectations-lens, Unknown, 6, 0, 
hspec-expectations-lifted, Unknown, 2, 0, 
hspec-expectations-pretty, Unknown, 1, 0, 
hspec-expectations-pretty-diff, Unknown, 4, 2, 0.7.2.2, 0.7.2.3
hspec-experimental, Unknown, 1, 0, 
hspec-golden-aeson, PVP, 5, 4, 0.2.0.0
hspec-hashable, Unknown, 1, 0, 
hspec-jenkins, Unknown, 2, 1, 
hspec-laws, Unknown, 1, 0, 
hspec-megaparsec, PVP, 5, 4, 0.2.0
hspec-meta, PVP, 43, 31, 1.5.0, 1.6.0, 2.0.0, 2.1.5, 2.2.1
hspec-monad-control, Unknown, 1, 0, 
hspec-server, PVP, 9, 8, 0.2.0, 0.3.0, 0.4.0
hspec-setup, Unknown, 5, 1, 
hspec-shouldbe, Unknown, 2, 0, 
hspec-slow, Unknown, 1, 0, 
hspec-smallcheck, Unknown, 5, 2, 
hspec-snap, PVP, 19, 18, 0.2.0.0, 0.3.0.0, 0.3.3.0, 0.4.0.0
hspec-stack-rerun, Unknown, 4, 1, 
hspec-structured-formatter, Unknown, 4, 2, 0.1.0.2
hspec-test-framework, Unknown, 2, 0, 
hspec-test-framework-th, Unknown, 2, 0, 
hspec-test-sandbox, Unknown, 1, 0, 
hspec-wai, PVP, 19, 9, 0.1.0, 0.2.0, 0.4.0, 0.5.0, 0.6.6
hspec-wai-json, PVP, 5, 2, 0.7.0
hspec-webdriver, PVP, 14, 9, 0.3.0, 1.0.0, 1.1.0, 1.2.0
hspec2, PVP, 18, 7, 0.4.0, 0.5.0
hspecVariant, Unknown, 1, 0, 
hspr-sh, Unknown, 1, 0, 
hspread, PVP, 5, 4, 0.3, 0.3.3
hspresent, Unknown, 4, 0, 
hsprocess, Unknown, 2, 1, 
hsql, Unknown, 4, 2, 1.8.1, 1.8.2
hsql-mysql, Unknown, 5, 2, 1.8.2
hsql-odbc, Unknown, 5, 1, 1.8.2
hsql-postgresql, Unknown, 6, 4, 1.8.2
hsql-sqlite3, Unknown, 5, 2, 
hsqml, Unknown, 14, 1, 
hsqml-datamodel, Unknown, 6, 0, 
hsqml-datamodel-vinyl, Unknown, 4, 0, 
hsqml-demo-manic, Unknown, 1, 0, 
hsqml-demo-morris, Unknown, 3, 0, 
hsqml-demo-notes, Unknown, 2, 0, 
hsqml-demo-samples, Unknown, 4, 0, 
hsqml-morris, Unknown, 2, 0, 
hsreadability, Unknown, 1, 0, 
hsrelp, Unknown, 2, 0, 
hsseccomp, Unknown, 3, 1, 
hsshellscript, Unknown, 7, 0, 
hssourceinfo, Unknown, 1, 0, 
hssqlppp, PVP, 15, 2, 0.6.0
hssqlppp-th, Unknown, 1, 0, 
hstatistics, Unknown, 33, 18, 0.1.0.4, 0.2.2.6, 0.2.5.3, 0.2.5.4
hstats, PVP, 4, 2, 0.2, 0.3
hstatsd, Unknown, 1, 0, 
hstest, Unknown, 2, 0, 
hstidy, Unknown, 2, 0, 
hstorchat, Unknown, 2, 0, 
hstox, Unknown, 1, 0, 
hstradeking, Unknown, 1, 0, 
hstyle, Unknown, 4, 0, 
hstzaar, Unknown, 15, 0, 
hsubconvert, Unknown, 2, 0, 
hsverilog, Unknown, 1, 0, 
hswip, Unknown, 1, 0, 
hsx, PVP, 22, 8, 0.7.0, 0.9.0
hsx-jmacro, Unknown, 16, 6, 7.3.7, 7.3.8
hsx-xhtml, Unknown, 1, 0, 
hsx2hs, PVP, 11, 7, 0.13.4, 0.14.0
hsyscall, PVP, 4, 3, 0.3, 0.4
hsyslog, Unknown, 8, 0, 
hsyslog-udp, Unknown, 2, 1, 
hszephyr, Unknown, 1, 0, 
htaglib, Unknown, 7, 1, 
htags, Unknown, 2, 0, 
htar, Unknown, 6, 0, 
htaut, Unknown, 2, 1, 
htestu, Unknown, 4, 0, 
htiled, PVP, 9, 5, 0.1.0, 0.1.1.1
htime, Unknown, 4, 0, 
html, Unknown, 3, 1, 
html-conduit, Unknown, 20, 10, 
html-email-validate, Unknown, 2, 1, 
html-entities, PVP, 10, 9, 1.1.0.0
html-kure, Unknown, 2, 1, 0.2.1
html-minimalist, PVP, 7, 6, 0.12
html-parse, Unknown, 2, 0, 
html-rules, Unknown, 2, 0, 
html-tokenizer, PVP, 8, 5, 0.2.1.2, 0.4.0.0, 0.4.1
html-truncate, Unknown, 1, 0, 
html2hamlet, Unknown, 3, 0, 
html5-entity, Unknown, 5, 4, 0.2.0.2
htn, Unknown, 1, 0, 
htodo, Unknown, 4, 0, 
htoml, PVP, 10, 8, 0.1.0.3, 0.2.0.0, 1.0.0.0, 1.0.0.2
htrace, Unknown, 1, 0, 
hts, PVP, 5, 1, 0.15
htsn, Unknown, 13, 0, 
htsn-common, Unknown, 2, 0, 
htsn-import, Unknown, 17, 0, 
http-accept, PVP, 2, 1, 0.2
http-api-data, PVP, 12, 11, 0.2, 0.2.3, 0.3, 0.3.1, 0.3.2, 0.3.3
http-attoparsec, Unknown, 2, 0, 
http-client, PVP, 95, 61, 0.3.2.2, 0.3.3, 0.3.5, 0.3.6.1, 0.3.7.1, 0.3.8, 0.4.0, 0.4.2, 0.4.3, 0.4.4, 0.4.6, 0.4.7, 0.4.7.1, 0.4.10, 0.4.11.2, 0.4.24, 0.4.27.1, 0.4.28
http-client-auth, Unknown, 2, 1, 0.1.0.1
http-client-conduit, Unknown, 3, 0, 
http-client-lens, Unknown, 1, 0, 
http-client-multipart, Unknown, 2, 0, 
http-client-openssl, Unknown, 5, 3, 
http-client-request-modifiers, Unknown, 1, 0, 
http-client-session, Unknown, 2, 1, 0.1.2
http-client-streams, PVP, 6, 5, 0.2.0.0
http-client-tls, PVP, 16, 9, 0.3.0, 0.3.3
http-common, Unknown, 4, 1, 0.8.2.0
http-conduit, PVP, 123, 100, 1.1.0, 1.2.0, 1.2.2, 1.3.0, 1.5.0, 1.5.0.1, 1.6.0, 1.7.0, 1.8.0, 1.9.0, 2.1.2.1, 2.1.6, 2.1.7, 2.1.8, 2.1.9, 2.1.10.1, 2.2.0
http-conduit-browser, PVP, 20, 12, 1.6.3.1, 1.7.2, 1.8, 1.8.1, 1.9.0
http-conduit-downloader, Unknown, 27, 17, 1.0.2, 1.0.23, 1.0.25, 1.0.30
http-date, Unknown, 8, 7, 
http-dispatch, Unknown, 10, 1, 
http-encodings, Unknown, 4, 0, 
http-enumerator, PVP, 61, 51, 0.1.0, 0.1.1, 0.2.0, 0.2.1.2, 0.3.0, 0.4.0, 0.5.1, 0.6.5.1, 0.6.5.4, 0.6.7, 0.7.0, 0.7.1.8, 0.7.2
http-kinder, Unknown, 1, 0, 
http-kit, Unknown, 8, 0, 
http-link-header, PVP, 6, 5, 0.2.0, 1.0.2
http-listen, Unknown, 1, 0, 
http-media, PVP, 12, 7, 0.5.0, 0.6.3
http-monad, PVP, 7, 3, 0.1
http-pony, Unknown, 6, 0, 
http-pony-serve-wai, Unknown, 5, 0, 
http-pony-transformer-case-insensitive, Unknown, 3, 2, 0.1.0.1
http-pony-transformer-http, Unknown, 4, 3, 0.1.0.3
http-pony-transformer-startline, Unknown, 2, 1, 
http-proxy, Unknown, 17, 14, 0.0.3, 0.0.6, 0.0.7, 0.0.11, 0.0.12, 0.1.0.1
http-querystring, Unknown, 1, 0, 
http-response-decoder, Unknown, 3, 1, 
http-reverse-proxy, PVP, 37, 27, 0.2.0, 0.4.3
http-server, Unknown, 7, 2, 
http-shed, Unknown, 1, 0, 
http-streams, PVP, 25, 18, 0.4.0.0, 0.6.0.0, 0.7.2.3, 0.7.2.4, 0.8.3.1, 0.8.4.0
http-test, Unknown, 17, 4, 0.1.6
http-trace, Unknown, 4, 3, 0.1.1.0
http-types, PVP, 39, 21, 0.2.0, 0.3.0, 0.4.0, 0.5, 0.6.0, 0.9
http-wget, Unknown, 12, 0, 
http2, PVP, 37, 30, 0.5.0, 0.7.0, 0.8.0, 0.9.0, 1.0.0, 1.2.0, 1.3.0, 1.4.0, 1.5.0, 1.6.0
httpd-shed, PVP, 6, 3, 0.3
https-everywhere-rules, Unknown, 3, 2, 0.0.2
https-everywhere-rules-raw, Unknown, 1, 0, 
httpspec, Unknown, 2, 0, 
htune, Unknown, 2, 0, 
htzaar, Unknown, 3, 0, 
hub, Unknown, 7, 0, 
hubigraph, Unknown, 2, 1, 
hubris, Unknown, 3, 0, 
huckleberry, PVP, 8, 3, 0.10.0.0
huff, Unknown, 2, 0, 
huffman, Unknown, 2, 1, 
hugs2yc, Unknown, 2, 0, 
hulk, Unknown, 4, 0, 
human-readable-duration, PVP, 6, 5, 0.2.0.0, 0.2.0.2
hums, Unknown, 16, 0, 
hunch, Unknown, 3, 0, 
hunit-dejafu, Unknown, 5, 3, 0.3.0.2
hunit-gui, Unknown, 5, 0, 
hunit-parsec, Unknown, 1, 0, 
hunit-rematch, Unknown, 2, 0, 
hunp, Unknown, 2, 0, 
hunt-searchengine, Unknown, 2, 1, 
hunt-server, Unknown, 3, 0, 
hunt-server-cli, Unknown, 1, 0, 
hurdle, Unknown, 4, 0, 
husk-scheme, PVP, 55, 8, 1.2, 1.3, 2.0, 2.1, 2.3, 2.4
husk-scheme-libs, Unknown, 1, 0, 
husky, Unknown, 4, 0, 
hutton, Unknown, 1, 0, 
huttons-razor, Unknown, 3, 0, 
huzzy, Unknown, 3, 2, 0.1.5.0, 0.1.5.5
hvect, PVP, 4, 3, 0.2.0.0, 0.3.0.0, 0.3.1.0
hw-balancedparens, Unknown, 3, 2, 
hw-bits, Unknown, 19, 1, 0.0.0.3
hw-conduit, Unknown, 6, 5, 0.0.0.10, 0.0.0.11
hw-diagnostics, Unknown, 5, 4, 
hw-eliasfano, Unknown, 3, 0, 
hw-excess, Unknown, 2, 1, 
hw-int, Unknown, 1, 0, 
hw-json, PVP, 12, 7, 0.0.0.3, 0.0.0.4, 0.1.0.0, 0.3.0.0, 0.4.0.0
hw-json-lens, Unknown, 1, 0, 
hw-mquery, Unknown, 3, 0, 
hw-packed-vector, Unknown, 1, 0, 
hw-parser, Unknown, 1, 0, 
hw-prim, Unknown, 32, 9, 0.0.0.11, 0.0.0.12, 0.0.0.13
hw-rankselect, PVP, 16, 10, 0.0.0.3, 0.0.0.4, 0.4.0.0, 0.5.0.0, 0.6.0.0, 0.8.0.0
hw-rankselect-base, PVP, 3, 2, 0.1.0.0
hw-string-parse, Unknown, 3, 2, 
hw-succinct, Unknown, 14, 11, 0.0.0.2, 0.0.0.5, 0.0.0.9, 0.0.0.10, 0.0.0.11, 0.0.0.12, 0.0.0.13, 0.0.0.14
hw-vector, Unknown, 1, 0, 
hw-xml, Unknown, 1, 0, 
hwall-auth-iitk, Unknown, 2, 0, 
hweblib, PVP, 9, 6, 0.2, 0.3, 0.4, 0.5, 0.6.1
hworker, Unknown, 2, 1, 0.1.0.1
hworker-ses, Unknown, 2, 0, 
hws, Unknown, 2, 0, 
hwsl2, PVP, 12, 5, 0.1.1.4, 0.3.0.1, 0.4.0.0
hwsl2-bytevector, Unknown, 1, 0, 
hwsl2-reducers, Unknown, 1, 0, 
hx, Unknown, 5, 4, 
hxmppc, Unknown, 3, 0, 
hxournal, Unknown, 22, 0, 
hxt, PVP, 45, 22, 8.3.0, 8.3.1, 8.3.2, 8.5.0, 8.5.1, 8.5.4, 9.0.0, 9.0.1, 9.1.0, 9.1.1, 9.3.1.1, 9.3.1.7, 9.3.1.9, 9.3.1.10
hxt-binary, Unknown, 2, 1, 0.0.2
hxt-cache, SemVer, 11, 7, 0.0.5, 9.0.0, 9.1.0.2
hxt-charproperties, Unknown, 6, 5, 
hxt-css, Unknown, 4, 3, 0.1.0.2
hxt-curl, Unknown, 4, 3, 
hxt-expat, Unknown, 2, 1, 
hxt-extras, PVP, 5, 4, 0.4, 0.4.1
hxt-filter, PVP, 6, 3, 8.3.0, 8.4.2
hxt-http, Unknown, 9, 8, 
hxt-pickle-utils, Unknown, 4, 2, 
hxt-regex-xmlschema, PVP, 8, 7, 9.2.0, 9.2.0.3
hxt-relaxng, PVP, 11, 7, 9.1.0
hxt-tagsoup, Unknown, 7, 4, 
hxt-unicode, Unknown, 6, 2, 
hxt-xpath, PVP, 10, 6, 9.0.0, 9.1.0
hxt-xslt, SemVer, 7, 4, 9.0.0
hxthelper, Unknown, 1, 0, 
hxweb, Unknown, 1, 0, 
hyahtzee, Unknown, 2, 0, 
hyakko, Unknown, 17, 0, 
hybrid, Unknown, 1, 0, 
hybrid-vectors, PVP, 5, 2, 0.2, 0.2.1
hydra-hs, Unknown, 2, 0, 
hydra-print, Unknown, 3, 0, 
hydrogen, PVP, 2, 1, 0.3.0.0
hydrogen-cli, Unknown, 3, 0, 
hydrogen-cli-args, PVP, 6, 5, 0.10
hydrogen-data, PVP, 7, 5, 0.6, 0.12
hydrogen-multimap, Unknown, 3, 2, 
hydrogen-parsing, PVP, 5, 4, 0.11
hydrogen-prelude, PVP, 24, 11, 0.2, 0.7
hydrogen-prelude-parsec, Unknown, 2, 1, 
hydrogen-syntax, Unknown, 11, 7, 
hydrogen-util, Unknown, 5, 3, 
hydrogen-version, Unknown, 6, 5, 
hyena, Unknown, 2, 1, 0.1.0.1
hylide, Unknown, 4, 1, 0.1.5.0
hylogen, Unknown, 26, 7, 0.1.0.3, 0.1.0.6, 0.1.0.8, 0.1.0.10
hylolib, PVP, 9, 2, 1.3.1, 1.4.0
hylotab, Unknown, 2, 0, 
hyloutils, Unknown, 1, 0, 
hyper, Unknown, 1, 0, 
hyper-extra, Unknown, 1, 0, 
hyper-haskell-server, Unknown, 1, 0, 
hyperdrive, Unknown, 1, 0, 
hyperfunctions, Unknown, 1, 0, 
hyperloglog, PVP, 17, 8, 0.3
hyperloglogplus, Unknown, 1, 0, 
hyperpublic, Unknown, 3, 2, 
hyphenate, Unknown, 1, 0, 
hyphenation, PVP, 19, 12, 0.4, 0.6
hypher, Unknown, 6, 5, 0.1.3
hzaif, Unknown, 1, 0, 
hzk, Unknown, 7, 1, 
hzulip, PVP, 27, 15, 0.2.0.3, 0.3.0.0, 0.4.0.0, 1.1.1.0, 1.1.1.2
i18n, PVP, 7, 6, 0.3, 0.4.0.0
iCalendar, PVP, 11, 7, 0.0.1, 0.1, 0.2, 0.3
iException, Unknown, 1, 0, 
iap-verifier, Unknown, 2, 1, 
ib-api, Unknown, 2, 0, 
iban, Unknown, 3, 2, 0.1.1.1
ibus-hs, Unknown, 1, 0, 
ical, Unknown, 2, 1, 0.0.1
iconv, PVP, 7, 4, 0.4, 0.4.1.0
iconv-typed, Unknown, 3, 0, 
ide-backend, Unknown, 14, 11, 0.9.0.2, 0.9.0.8, 0.9.0.9
ide-backend-common, PVP, 11, 9, 0.9.1, 0.9.1.2, 0.9.1.3, 0.10.0, 0.10.0.2, 0.10.1, 0.10.1.1
ide-backend-rts, Unknown, 2, 1, 
ide-backend-server, Unknown, 4, 0, 
ideas, Unknown, 11, 0, 
ideas-math, Unknown, 3, 0, 
idempotent, Unknown, 3, 0, 
identicon, PVP, 2, 1, 0.2.0
identifiers, Unknown, 5, 0, 
idiii, PVP, 8, 4, 0.1, 0.1.1, 0.1.2
idna, Unknown, 5, 0, 
idna2008, Unknown, 1, 0, 
idringen, Unknown, 3, 2, 
idris, PVP, 60, 8, 0.9.15, 0.9.16, 0.9.17, 0.9.17.1, 0.11.2, 0.12.3, 0.99
ieee, PVP, 8, 7, 0.4, 0.5, 0.6.1, 0.7
ieee-utils, Unknown, 4, 3, 
ieee-utils-tempfix, Unknown, 1, 0, 
ieee754, Unknown, 8, 7, 0.7.2, 0.7.8
ieee754-parser, Unknown, 1, 0, 
if, Unknown, 1, 0, 
ifcxt, Unknown, 2, 0, 
iff, Unknown, 5, 2, 
ifscs, Unknown, 1, 0, 
ig, PVP, 13, 8, 0.3, 0.4, 0.5, 0.6
ige-mac-integration, Unknown, 3, 0, 
ignore, Unknown, 2, 1, 
igraph, Unknown, 2, 0, 
igrf, Unknown, 1, 0, 
ihaskell, Unknown, 32, 0, 
ihaskell-aeson, Unknown, 3, 0, 
ihaskell-basic, Unknown, 2, 0, 
ihaskell-blaze, Unknown, 3, 0, 
ihaskell-charts, Unknown, 4, 0, 
ihaskell-diagrams, Unknown, 5, 0, 
ihaskell-display, Unknown, 1, 0, 
ihaskell-hatex, Unknown, 2, 0, 
ihaskell-inline-r, Unknown, 2, 0, 
ihaskell-juicypixels, Unknown, 3, 0, 
ihaskell-magic, Unknown, 3, 0, 
ihaskell-parsec, Unknown, 3, 0, 
ihaskell-plot, Unknown, 2, 0, 
ihaskell-rlangqq, Unknown, 5, 0, 
ihaskell-widgets, Unknown, 5, 0, 
ihttp, Unknown, 5, 3, 0.2.2
ilist, PVP, 2, 1, 0.2.0.0
illuminate, Unknown, 1, 0, 
image-type, Unknown, 1, 0, 
imagefilters, Unknown, 1, 0, 
imagemagick, Unknown, 10, 0, 
imagepaste, Unknown, 2, 0, 
imagesize-conduit, PVP, 12, 7, 0.3.0, 0.5.0, 1.1
imap, PVP, 8, 5, 0.2.0.0
imapget, Unknown, 3, 0, 
imbib, Unknown, 1, 0, 
imgurder, Unknown, 3, 0, 
imm, Unknown, 16, 1, 0.1.1.0
immortal, PVP, 3, 2, 0.2
imparse, Unknown, 3, 1, 0.0.0.3
imperative-edsl, PVP, 4, 1, 0.5
imperative-edsl-vhdl, Unknown, 3, 0, 
implicit, PVP, 7, 2, 0.0.5, 0.1.0
implicit-logging, Unknown, 2, 0, 
implicit-params, PVP, 3, 1, 0.2
imports, PVP, 5, 4, 0.1.1.0, 0.2.0.0
impossible, Unknown, 1, 0, 
improve, PVP, 29, 24, 0.0.1, 0.0.2, 0.0.3, 0.0.4, 0.0.6, 0.0.8, 0.0.9, 0.0.10, 0.1.2, 0.1.3, 0.1.6, 0.3.0, 0.3.3, 0.3.4, 0.4.0
impure-containers, PVP, 6, 4, 0.2, 0.3, 0.4.0
inc-ref, Unknown, 3, 0, 
inch, Unknown, 2, 0, 
inchworm, Unknown, 3, 0, 
include-file, Unknown, 4, 3, 
incremental-computing, Unknown, 2, 0, 
incremental-maps, Unknown, 1, 0, 
incremental-parser, PVP, 12, 10, 0.2, 0.2.2, 0.2.4
incremental-sat-solver, Unknown, 9, 8, 0.1.1, 0.1.7, 0.1.8
increments, Unknown, 2, 0, 
indentation, PVP, 10, 7, 0.2.1.2, 0.3
indentation-core, Unknown, 1, 0, 
indentation-parsec, Unknown, 1, 0, 
indentation-trifecta, Unknown, 2, 1, 
indentparser, Unknown, 1, 0, 
indents, PVP, 8, 7, 0.3.0, 0.3.1, 0.3.3, 0.4.0.0
index-core, Unknown, 5, 2, 1.0.2
indexed, Unknown, 4, 0, 
indexed-do-notation, Unknown, 1, 0, 
indexed-extras, PVP, 3, 2, 0.2
indexed-free, Unknown, 5, 2, 
indian-language-font-converter, Unknown, 3, 0, 
indices, PVP, 5, 3, 1.6.0, 1.6.1
indieweb-algorithms, Unknown, 1, 0, 
inf-interval, Unknown, 3, 0, 
infer-upstream, Unknown, 2, 0, 
infernu, Unknown, 2, 1, 0.0.0.1
infinite-search, PVP, 3, 2, 0.11, 0.12
infinity, Unknown, 2, 0, 
infix, Unknown, 2, 1, 0.1.1
inflections, Unknown, 13, 5, 0.2.0.1
inflist, Unknown, 1, 0, 
influxdb, PVP, 27, 21, 0.3.0, 0.4.0, 0.6.0, 0.7.0, 0.9.0, 0.9.0.1, 0.10.0
informative, Unknown, 15, 11, 0.1.0.2, 0.1.0.4, 0.1.0.7, 0.1.0.8, 0.1.0.13
ini, Unknown, 13, 7, 0.3.3
ini-qq, Unknown, 1, 0, 
inilist, PVP, 2, 1, 0.2.0.0
inject, Unknown, 1, 0, 
inject-function, PVP, 5, 3, 0.2.0.0, 0.2.1.0
inline-c, Unknown, 23, 13, 0.5.4.0, 0.5.5.2
inline-c-cpp, Unknown, 1, 0, 
inline-c-win32, Unknown, 1, 0, 
inline-java, Unknown, 4, 0, 
inline-r, Unknown, 9, 0, 
inquire, Unknown, 1, 0, 
insert-ordered-containers, PVP, 3, 1, 0.2.0.0
inserts, Unknown, 4, 0, 
inspection-proxy, Unknown, 4, 0, 
inspector-wrecker, Unknown, 1, 0, 
instance-control, Unknown, 3, 1, 0.1.1.1
instant-aeson, PVP, 3, 1, 0.2
instant-bytes, PVP, 3, 1, 0.2
instant-deepseq, PVP, 3, 1, 0.2
instant-generics, PVP, 15, 13, 0.2, 0.2.1, 0.3, 0.4, 0.4.1
instant-hashable, PVP, 3, 1, 0.2
instant-zipper, Unknown, 1, 0, 
instinct, Unknown, 1, 0, 
instrument-chord, Unknown, 10, 1, 0.1.0.9
int-cast, Unknown, 3, 2, 
integer-gmp, SemVer, 3, 2, 1.0.0.0
integer-pure, Unknown, 1, 0, 
integer-simple, Unknown, 1, 0, 
integration, PVP, 5, 2, 0.2
intel-aes, Unknown, 8, 0, 
interchangeable, PVP, 4, 1, 0.2.0.0
interleavableGen, Unknown, 1, 0, 
interleavableIO, Unknown, 1, 0, 
interleave, Unknown, 1, 0, 
interlude, Unknown, 3, 2, 0.1.2
interlude-l, Unknown, 9, 2, 
intern, PVP, 20, 16, 0.2.0, 0.3.0, 0.4.0, 0.5.0, 0.6, 0.8, 0.9, 0.9.1.1
internetmarke, Unknown, 3, 0, 
intero, Unknown, 21, 0, 
interpol, Unknown, 5, 1, 0.2.1
interpolate, Unknown, 6, 2, 
interpolatedstring-perl6, PVP, 10, 7, 0.3, 0.9.0
interpolatedstring-qq, Unknown, 2, 1, 
interpolatedstring-qq-mwotton, Unknown, 2, 1, 
interpolation, PVP, 2, 1, 0.1
interruptible, Unknown, 3, 2, 
interspersed, Unknown, 6, 3, 0.1.1
interval, Unknown, 1, 0, 
intervals, Unknown, 24, 7, 0.7.2
intricacy, Unknown, 14, 0, 
intro, Unknown, 1, 0, 
introduction, Unknown, 1, 0, 
introduction-test, Unknown, 1, 0, 
intset, Unknown, 5, 1, 
invariant, PVP, 9, 8, 0.2.2, 0.3, 0.4
invertible, Unknown, 3, 0, 
invertible-syntax, Unknown, 3, 2, 
io-capture, PVP, 5, 4, 0.1.0.0, 0.2, 0.3, 1.0.0
io-choice, Unknown, 7, 6, 
io-machine, PVP, 2, 1, 0.2.0.0
io-manager, Unknown, 3, 0, 
io-memoize, Unknown, 3, 2, 
io-reactive, Unknown, 1, 0, 
io-region, Unknown, 2, 1, 
io-storage, Unknown, 1, 0, 
io-streams, Unknown, 34, 8, 
io-streams-haproxy, Unknown, 2, 1, 
io-streams-http, PVP, 7, 6, 0.2.0.0
io-throttle, Unknown, 1, 0, 
ioctl, Unknown, 1, 0, 
ion, Unknown, 1, 0, 
ioref-stable, Unknown, 2, 1, 
iothread, Unknown, 1, 0, 
iotransaction, Unknown, 1, 0, 
ip, PVP, 16, 15, 0.2, 0.3, 0.4, 0.5, 0.6.2, 0.7, 0.8, 0.8.1, 0.8.5, 0.8.6, 0.8.7
ip-quoter, Unknown, 3, 2, 
ip2location, Unknown, 2, 1, 
ip6addr, Unknown, 15, 0, 
ipatch, Unknown, 2, 0, 
ipc, Unknown, 4, 0, 
ipcvar, Unknown, 1, 0, 
ipopt-hs, Unknown, 8, 0, 
ipprint, Unknown, 8, 7, 0.4.1
iproute, PVP, 24, 21, 1.0.0, 1.2.0, 1.5.0, 1.6.0, 1.7.1
iptables-helpers, PVP, 5, 3, 0.4
iptadmin, Unknown, 10, 0, 
ipython-kernel, Unknown, 13, 0, 
irc, PVP, 14, 9, 0.4, 0.4.4.2
irc-bytestring, Unknown, 1, 0, 
irc-client, PVP, 15, 11, 0.3.0.0, 0.4.1.0, 0.4.2.0, 0.4.3.0, 0.4.4.0
irc-colors, Unknown, 1, 0, 
irc-conduit, Unknown, 9, 2, 0.2.1.1
irc-core, PVP, 15, 5, 2.1.1.0, 2.2.0.0
irc-ctcp, Unknown, 5, 1, 
irc-dcc, PVP, 5, 4, 1.1.0, 1.2.0, 2.0.0
irc-fun-bot, PVP, 6, 4, 0.2.0.0, 0.3.0.0, 0.4.0.0, 0.5.0.0
irc-fun-client, PVP, 6, 4, 0.3.0.0, 0.4.0.0
irc-fun-color, Unknown, 4, 1, 
irc-fun-messages, PVP, 6, 3, 0.2.0.0
irc-fun-types, PVP, 2, 1, 0.2
ircbot, PVP, 23, 11, 0.3.0, 0.4.0, 0.5.0, 0.6.5
ircbouncer, Unknown, 3, 0, 
ireal, Unknown, 5, 2, 
iridium, Unknown, 6, 5, 0.1.5.6
iron-mq, Unknown, 2, 0, 
ironforge, Unknown, 19, 5, 
is, Unknown, 2, 1, 
isdicom, Unknown, 2, 1, 
isevaluated, Unknown, 5, 2, 
isiz, Unknown, 1, 0, 
islink, Unknown, 1, 0, 
ismtp, SemVer, 10, 5, 2.0.0, 2.0.1, 2.0.2, 3.0.1
iso3166-country-codes, Unknown, 9, 5, 0.20101223.3, 0.20140203.7
iso639, Unknown, 4, 1, 
iso8583-bitmaps, Unknown, 1, 0, 
iso8601-time, Unknown, 5, 1, 
isobmff-builder, Unknown, 10, 0, 
isohunt, Unknown, 4, 3, 
isotope, Unknown, 1, 0, 
ispositive, PVP, 2, 1, 0.2
itanium-abi, Unknown, 1, 0, 
itemfield, PVP, 6, 4, 1.2.0.0
iter-stats, Unknown, 4, 1, 
iterIO, Unknown, 3, 0, 
iterable, SemVer, 3, 2, 2.0, 3.0
