package, guess, num_versions, num_parsed_versions, breaking_versions
chatter, PVP, 23, 13, 0.3.0.0, 0.3.0.1, 0.4.0.0, 0.5.0.0, 0.6.0.0, 0.8.0.2, 0.9.0.0
chatty, PVP, 21, 6, 0.6, 0.6.2.1, 0.6.4.0, 0.7.0.0
chatty-text, Unknown, 4, 2, 0.6.2.0
chatty-utils, Unknown, 7, 6, 0.7.1, 0.7.1.2, 0.7.3.0, 0.7.3.3
cheapskate, Unknown, 6, 3, 0.1.0.5
cheapskate-highlight, Unknown, 1, 0, 
cheapskate-lucid, Unknown, 1, 0, 
cheapskate-terminal, Unknown, 1, 0, 
check-email, SemVer, 2, 1, 1.0
check-pvp, Unknown, 2, 0, 
checked, Unknown, 2, 1, 
checkers, PVP, 24, 17, 0.1.4, 0.2, 0.2.7, 0.2.8, 0.2.9, 0.3.0, 0.4.4
chell, PVP, 16, 7, 0.2, 0.3
chell-hunit, PVP, 4, 3, 0.2
chell-quickcheck, PVP, 8, 7, 0.2
chesshs, Unknown, 4, 3, 
chevalier-common, Unknown, 1, 0, 
chitauri, Unknown, 2, 0, 
choice, Unknown, 2, 1, 
choose, Unknown, 1, 0, 
choose-exe, Unknown, 1, 0, 
chorale, Unknown, 8, 0, 
chorale-geo, Unknown, 3, 2, 
chp, PVP, 21, 15, 1.2.0, 1.3.0, 1.5.0, 1.6.0, 1.8.0, 2.0.0, 2.1.0, 2.2.0
chp-mtl, Unknown, 1, 0, 
chp-plus, PVP, 8, 5, 1.2.0, 1.3.0
chp-spec, Unknown, 1, 0, 
chp-transformers, Unknown, 1, 0, 
chronograph, Unknown, 3, 0, 
chronos, PVP, 3, 2, 0.2.0, 0.3
chu2, Unknown, 10, 7, 2012.11.17, 2012.11.17.1, 2012.11.18, 2012.11.20
chuchu, PVP, 15, 11, 0.1.0.0, 0.1.2, 0.1.3, 0.2, 0.3, 0.4.1
chunked-data, PVP, 4, 1, 0.3.0
chunks, Unknown, 2, 1, 2007.4.18
chunky, Unknown, 1, 0, 
church-list, Unknown, 2, 0, 
cielo, Unknown, 1, 0, 
cil, Unknown, 5, 1, 0.1.1
cinvoke, Unknown, 1, 0, 
cio, Unknown, 1, 0, 
cipher-aes, PVP, 21, 17, 0.2.0, 0.2.5
cipher-aes128, PVP, 23, 10, 0.3
cipher-blowfish, Unknown, 3, 1, 
cipher-camellia, Unknown, 2, 0, 
cipher-des, Unknown, 6, 3, 
cipher-rc4, Unknown, 5, 3, 
cipher-rc5, Unknown, 3, 2, 
ciphersaber2, Unknown, 4, 0, 
circ, Unknown, 5, 4, 0.0.2, 0.0.3, 0.0.4
circle-packing, Unknown, 6, 2, 
circlehs, Unknown, 1, 0, 
cirru-parser, Unknown, 1, 0, 
citation-resolve, PVP, 16, 8, 0.2.4, 0.3
citeproc-hs, PVP, 13, 7, 0.2, 0.3.0, 0.3.2, 0.3.6, 0.3.7, 0.3.8
citeproc-hs-pandoc-filter, Unknown, 1, 0, 
cityhash, Unknown, 7, 6, 
cjk, Unknown, 2, 1, 
clac, Unknown, 5, 0, 
clafer, Unknown, 14, 2, 0.3.5.1, 0.4.3
claferIG, PVP, 14, 10, 0.3.9, 0.3.10, 0.4.0, 0.4.1, 0.4.2
claferwiki, Unknown, 14, 4, 
clang-pure, PVP, 7, 3, 0.2.0.0, 0.2.0.1
clanki, Unknown, 16, 0, 
clarifai, Unknown, 4, 2, 0.1.0.1
clash, Unknown, 14, 2, 0.1.0.1, 0.1.0.2
clash-ghc, Unknown, 54, 0, 
clash-lib, PVP, 50, 20, 0.5.2, 0.5.3, 0.5.4, 0.5.5, 0.5.6, 0.5.7, 0.5.8, 0.5.10, 0.5.11, 0.5.12, 0.5.13, 0.6, 0.6.1, 0.6.3, 0.6.4, 0.6.5, 0.6.15
clash-prelude, PVP, 34, 15, 0.7.2, 0.7.5, 0.8, 0.9, 0.9.2, 0.9.3, 0.10, 0.10.1, 0.10.3
clash-prelude-quickcheck, Unknown, 4, 3, 0.1.1.0, 0.1.2.0
clash-systemverilog, PVP, 22, 16, 0.5.8, 0.6, 0.6.1
clash-verilog, PVP, 17, 11, 0.5.8, 0.6, 0.6.1
clash-vhdl, PVP, 31, 20, 0.5.9, 0.6, 0.6.1
classify, Unknown, 11, 4, 2012.10.23
classy-parallel, Unknown, 1, 0, 
classy-prelude, PVP, 62, 42, 0.2.0.0, 0.4.0, 0.4.3, 0.4.4, 0.5.0, 0.5.6, 0.5.10, 0.9.2, 0.9.5, 0.10.1, 0.10.2, 0.10.3, 0.11.1.1, 0.12.0, 0.12.3, 0.12.4, 0.12.5, 0.12.6
classy-prelude-conduit, PVP, 43, 37, 0.2.0.0, 0.5.0
classy-prelude-yesod, Unknown, 38, 19, 
classyplate, PVP, 5, 4, 0.2.0.0, 0.3.0.0
clay, PVP, 18, 13, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.10
clckwrks, Unknown, 38, 2, 
clckwrks-cli, Unknown, 14, 0, 
clckwrks-dot-com, Unknown, 9, 0, 
clckwrks-plugin-bugs, Unknown, 16, 2, 
clckwrks-plugin-ircbot, Unknown, 17, 2, 
clckwrks-plugin-media, Unknown, 18, 0, 
clckwrks-plugin-page, Unknown, 29, 1, 
clckwrks-theme-bootstrap, Unknown, 14, 0, 
clckwrks-theme-clckwrks, Unknown, 10, 0, 
clckwrks-theme-geo-bootstrap, Unknown, 2, 0, 
cld2, Unknown, 1, 0, 
clean-home, Unknown, 4, 0, 
clean-unions, Unknown, 5, 0, 
cless, Unknown, 3, 0, 
clevercss, Unknown, 7, 1, 
cli, PVP, 8, 7, 0.0.2, 0.0.3, 0.0.5, 0.1.0, 0.1.2
cli-builder, Unknown, 1, 0, 
click-clack, Unknown, 2, 0, 
clientsession, PVP, 42, 41, 0.2.0, 0.2.1, 0.3.0, 0.4.0, 0.5.0, 0.6.0, 0.7.0, 0.7.1, 0.7.2, 0.7.3, 0.8.0, 0.8.1, 0.9.1.2
clifford, Unknown, 14, 0, 
clippard, Unknown, 2, 0, 
clipper, Unknown, 1, 0, 
clippings, Unknown, 4, 0, 
clist, Unknown, 1, 0, 
clit, Unknown, 5, 2, 0.1.1.2
cloben, Unknown, 4, 0, 
clock, Unknown, 24, 15, 0.4.2.0, 0.5.2, 0.7.2
clock-extras, Unknown, 3, 2, 
clocked, Unknown, 4, 2, 
clogparse, Unknown, 2, 1, 
clone-all, Unknown, 1, 0, 
closure, Unknown, 1, 0, 
cloud-haskell, Unknown, 3, 0, 
cloudfront-signer, Unknown, 1, 0, 
cloudyfs, Unknown, 2, 0, 
cltw, Unknown, 1, 0, 
clua, Unknown, 3, 0, 
clumpiness, Unknown, 1, 0, 
cluss, PVP, 3, 2, 0.2, 0.3
clustering, Unknown, 7, 2, 0.1.1
clustertools, Unknown, 4, 0, 
clutterhs, Unknown, 1, 0, 
cmaes, PVP, 8, 5, 0.1.1, 0.2.0, 0.2.1
cmark, PVP, 22, 19, 0.1.0.1, 0.2, 0.3, 0.3.5, 0.5.0, 0.5.3
cmark-highlight, PVP, 2, 1, 0.2.0.0
cmark-lucid, Unknown, 1, 0, 
cmark-sections, Unknown, 3, 2, 0.1.0.1, 0.1.0.2
cmath, Unknown, 3, 2, 
cmathml3, Unknown, 1, 0, 
cmd-item, Unknown, 1, 0, 
cmdargs, PVP, 41, 37, 0.2, 0.3, 0.4, 0.6.4, 0.6.8, 0.8, 0.9, 0.9.6, 0.9.7, 0.10, 0.10.1, 0.10.10, 0.10.13, 0.10.14
cmdargs-browser, Unknown, 4, 0, 
cmdlib, PVP, 11, 10, 0.2, 0.2.1, 0.3, 0.3.1, 0.3.2, 0.3.2.1, 0.3.3, 0.3.4, 0.3.5, 0.3.6
cmdtheline, Unknown, 8, 4, 0.2.2
cml, Unknown, 3, 2, 
cmonad, Unknown, 4, 0, 
cmph, Unknown, 1, 0, 
cmu, PVP, 11, 10, 1.6, 1.7
cnc-spec-compiler, Unknown, 2, 0, 
cndict, PVP, 41, 27, 0.3.0, 0.3.1, 0.4.0, 0.5.0, 0.6.3, 0.6.4
code-builder, Unknown, 2, 0, 
code-page, Unknown, 2, 1, 
codec, Unknown, 2, 0, 
codec-libevent, Unknown, 3, 2, 0.1.1, 0.1.2
codec-mbox, Unknown, 2, 0, 
codecov-haskell, PVP, 4, 3, 0.2.0, 0.3.0
codemonitor, Unknown, 2, 0, 
codepad, Unknown, 1, 0, 
codeworld-api, Unknown, 2, 0, 
codex, PVP, 41, 32, 0.0.1.3, 0.0.2, 0.1.0.0, 0.1.0.1, 0.1.0.4, 0.2.1.0, 0.2.1.10, 0.3, 0.3.0.4, 0.3.0.10, 0.4.0.0
codo-notation, Unknown, 2, 1, 
cofunctor, Unknown, 2, 1, 
cognimeta-utils, Unknown, 3, 0, 
coin, Unknown, 4, 0, 
coinbase-exchange, PVP, 5, 4, 0.2.0.0, 0.3.0.0
colada, Unknown, 12, 0, 
colchis, Unknown, 5, 0, 
cold-widow, Unknown, 1, 0, 
collada-output, PVP, 6, 5, 0.2, 0.3, 0.4, 0.5, 0.6
collada-types, PVP, 3, 2, 0.2, 0.3
collapse-util, Unknown, 2, 0, 
collection-json, Unknown, 1, 0, 
collections, Unknown, 3, 0, 
collections-api, Unknown, 1, 0, 
collections-base-instances, Unknown, 1, 0, 
colock, Unknown, 1, 0, 
colonnade, PVP, 8, 7, 0.3, 0.4, 0.4.1, 0.4.4, 0.4.7
color-counter, Unknown, 2, 0, 
colorize-haskell, Unknown, 2, 1, 
colors, Unknown, 7, 0, 
colour, SemVer, 11, 10, 1.0.0, 2.0.0, 2.3.0, 2.3.1, 2.3.2, 2.3.3
colour-space, Unknown, 3, 2, 0.1.2.0
coltrane, Unknown, 1, 0, 
com, Unknown, 6, 0, 
combinat, Unknown, 18, 0, 
combinat-diagrams, PVP, 2, 1, 0.2
combinator-interactive, Unknown, 3, 0, 
combinatorial-problems, Unknown, 5, 4, 0.0.3, 0.0.5
combinatorics, Unknown, 1, 0, 
combobuffer, Unknown, 2, 1, 
comfort-graph, Unknown, 5, 0, 
command, Unknown, 2, 0, 
command-qq, Unknown, 5, 2, 
commander, Unknown, 1, 0, 
commodities, Unknown, 3, 0, 
commsec, Unknown, 12, 3, 
commsec-keyexchange, PVP, 10, 3, 0.1.2, 0.2
commutative, Unknown, 5, 4, 
comonad, PVP, 49, 38, 0.3.0, 0.4.0, 0.7.0, 0.9.0, 3.0, 4.2.1, 4.2.3, 4.2.6
comonad-extras, PVP, 25, 18, 0.4.0
comonad-random, Unknown, 3, 2, 0.1.2
comonad-transformers, PVP, 60, 53, 0.2.1, 0.6.5, 0.7.0, 0.9.0, 0.10.0, 0.10.1, 1.0.0, 1.1.0, 1.2.0, 1.4.0, 1.5.0, 1.7, 1.8.0, 2.0.0, 2.0.2, 2.1, 3.0, 3.0.2, 3.0.4
comonads-fd, PVP, 33, 27, 0.4, 0.9.0, 1.3.0, 1.4.0, 1.5.0, 1.5.0.1, 1.5.2.2, 1.6.1, 1.6.3, 1.7, 1.8.0, 1.8.0.2, 1.8.0.3, 2.0, 2.0.1, 2.0.2, 2.0.2.1, 2.1, 3.0, 3.0.2
compact-map, Unknown, 2, 1, 2008.11.9
compact-socket, Unknown, 1, 0, 
compact-string, Unknown, 1, 0, 
compact-string-fix, Unknown, 2, 1, 
compactmap, Unknown, 5, 4, 0.1.2
compare-type, Unknown, 2, 1, 
compdata, PVP, 27, 18, 0.2, 0.3, 0.5, 0.5.1, 0.5.2, 0.5.3, 0.6, 0.6.1, 0.6.1.1, 0.6.1.3, 0.7, 0.8.1.0, 0.8.1.1, 0.10.1
compdata-automata, Unknown, 1, 0, 
compdata-dags, Unknown, 2, 0, 
compdata-param, Unknown, 5, 0, 
compensated, Unknown, 11, 0, 
competition, Unknown, 1, 0, 
compilation, Unknown, 3, 2, 0.0.0.2, 0.0.0.3
compiler-warnings, Unknown, 1, 0, 
complex-generic, Unknown, 1, 0, 
complex-integrate, Unknown, 2, 1, 
complexity, Unknown, 4, 0, 
compose-ltr, Unknown, 7, 4, 
compose-trans, PVP, 2, 1, 0.1
composition, Unknown, 9, 8, 
composition-extra, PVP, 11, 10, 0.0.0.2, 1.0.0, 1.0.1.1, 1.3.0
composition-tree, PVP, 7, 5, 0.2.0.0, 0.2.0.1
compound-types, Unknown, 8, 7, 0.1.2, 0.1.3
compressed, Unknown, 13, 11, 3.0.0.1
compression, Unknown, 1, 0, 
compstrat, Unknown, 3, 2, 
comptrans, Unknown, 5, 4, 
computational-algebra, Unknown, 16, 0, 
computations, Unknown, 1, 0, 
concatenative, Unknown, 3, 2, 1.0.1
conceit, Unknown, 10, 0, 
concorde, Unknown, 1, 0, 
concraft, PVP, 21, 10, 0.3.0, 0.4.0, 0.5.0, 0.6.0, 0.9.0, 0.9.4
concraft-hr, Unknown, 3, 2, 
concraft-pl, PVP, 15, 8, 0.2.0, 0.6.0, 0.7.0
concrete-haskell, Unknown, 5, 0, 
concrete-relaxng-parser, Unknown, 2, 0, 
concrete-typerep, Unknown, 3, 2, 
concurrency, Unknown, 1, 0, 
concurrent-barrier, Unknown, 3, 2, 0.1.1
concurrent-dns-cache, Unknown, 2, 1, 
concurrent-extra, PVP, 21, 18, 0.2, 0.3, 0.4, 0.5, 0.7, 0.7.0.4, 0.7.0.9, 0.7.0.10
concurrent-machines, PVP, 9, 3, 0.2.0
concurrent-output, PVP, 18, 15, 1.0.1, 1.1.0, 1.2.0, 1.3.0, 1.4.0, 1.6.0, 1.7.0, 1.7.5, 1.7.8
concurrent-rpc, Unknown, 1, 0, 
concurrent-sa, Unknown, 2, 1, 1.0.1
concurrent-split, Unknown, 4, 3, 0.0.0.2, 0.0.1
concurrent-state, Unknown, 20, 0, 
concurrent-supply, Unknown, 9, 8, 0.1.8
concurrent-utilities, Unknown, 2, 0, 
concurrentoutput, PVP, 4, 3, 0.2
cond, PVP, 11, 10, 0.1, 0.2, 0.3, 0.4, 0.4.0.2, 0.4.1.1
condor, Unknown, 1, 0, 
condorcet, Unknown, 1, 0, 
conductive-base, PVP, 3, 2, 0.3
conductive-clock, Unknown, 2, 0, 
conductive-hsc3, Unknown, 5, 1, 0.1.1
conductive-song, PVP, 2, 1, 0.2
conduit, PVP, 107, 82, 0.1.0, 0.1.1.1, 0.2.0, 0.2.2, 0.3.0, 0.4.0, 0.4.1, 0.4.1.1, 0.5.0, 0.5.5, 1.2.0, 1.2.0.1, 1.2.0.2, 1.2.1, 1.2.2, 1.2.2.1, 1.2.2.2, 1.2.3, 1.2.3.1, 1.2.4, 1.2.4.1, 1.2.4.2, 1.2.4.3, 1.2.5, 1.2.5.1, 1.2.6, 1.2.6.1, 1.2.6.2, 1.2.6.3, 1.2.6.4, 1.2.6.5, 1.2.6.6
conduit-audio, Unknown, 4, 3, 0.2.0.1
conduit-audio-lame, Unknown, 4, 0, 
conduit-audio-samplerate, Unknown, 3, 0, 
conduit-audio-sndfile, Unknown, 3, 0, 
conduit-combinators, Unknown, 40, 27, 0.2.8.3, 1.0.1.1, 1.0.2, 1.0.3.1, 1.0.4, 1.0.5, 1.0.6, 1.0.7, 1.0.8.1
conduit-connection, Unknown, 4, 1, 
conduit-extra, Unknown, 49, 37, 1.1.4, 1.1.4.1, 1.1.4.2, 1.1.6, 1.1.8, 1.1.9.2, 1.1.9.3, 1.1.10, 1.1.12, 1.1.12.1, 1.1.13.2
conduit-find, Unknown, 4, 1, 
conduit-iconv, Unknown, 3, 1, 
conduit-merge, Unknown, 4, 3, 0.1.2.0
conduit-network-stream, PVP, 2, 1, 0.2
conduit-parse, Unknown, 4, 3, 0.1.1.0
conduit-resumablesink, Unknown, 2, 1, 
conduit-tokenize-attoparsec, Unknown, 1, 0, 
conf, Unknown, 2, 0, 
conf-json, Unknown, 2, 1, 
conffmt, Unknown, 1, 0, 
config-ini, Unknown, 3, 2, 
config-manager, PVP, 6, 5, 0.0.0.2, 0.1.0.0, 0.2.0.0, 0.3.0.0
config-select, Unknown, 2, 0, 
config-value, PVP, 8, 7, 0.1.1, 0.2, 0.3, 0.4, 0.4.0.1, 0.4.0.2
config-value-getopt, Unknown, 1, 0, 
configifier, Unknown, 9, 5, 0.0.4, 0.0.6
configuration, Unknown, 2, 1, 
configuration-tools, Unknown, 16, 8, 0.2.2, 0.2.7
configurator, PVP, 7, 5, 0.2.0.0
configurator-export, Unknown, 2, 1, 
configurator-ng, Unknown, 2, 1, 
confsolve, Unknown, 16, 0, 
congruence-relation, Unknown, 1, 0, 
conjugateGradient, PVP, 8, 7, 1.2, 1.3, 2.0, 2.1, 2.2
conjure, Unknown, 1, 0, 
conlogger, Unknown, 2, 0, 
connection, Unknown, 12, 8, 0.2.2, 0.2.6
connection-pool, Unknown, 7, 0, 
consistent, Unknown, 1, 0, 
console-program, PVP, 19, 6, 0.3.2.0, 0.4.0.0
console-style, Unknown, 4, 3, 0.0.1.1, 0.0.2.0
const-math-ghc-plugin, Unknown, 5, 3, 
constrained-categories, PVP, 7, 6, 0.2.0.0, 0.2.1.0, 0.2.1.1, 0.2.5.1, 0.3.0.0
constrained-dynamic, Unknown, 1, 0, 
constrained-normal, Unknown, 3, 2, 
constraint-classes, Unknown, 4, 0, 
constraints, PVP, 18, 9, 0.3.3, 0.4.1, 0.6
constructible, Unknown, 2, 1, 
constructive-algebra, PVP, 10, 9, 0.1.3, 0.1.6, 0.2.0, 0.3.0
consul-haskell, PVP, 5, 2, 0.3, 0.4
consumers, SemVer, 4, 3, 1.0, 1.1, 2.0
container, Unknown, 3, 0, 
container-builder, Unknown, 1, 0, 
container-classes, Unknown, 1, 0, 
containers, PVP, 26, 18, 0.2.0.0, 0.2.0.1, 0.3.0.0, 0.4.1.0, 0.4.2.0, 0.4.2.1, 0.5.0.0, 0.5.1.0, 0.5.2.0, 0.5.6.1
containers-benchmark, Unknown, 5, 0, 
containers-deepseq, Unknown, 2, 1, 
containers-unicode-symbols, Unknown, 12, 11, 0.3.0.2, 0.3.1
context-free-grammar, PVP, 2, 1, 0.1.0
context-stack, Unknown, 2, 0, 
continue, PVP, 3, 2, 0.2.0
continued-fractions, Unknown, 4, 3, 0.9.1.0, 0.9.1.1
continuum, Unknown, 8, 0, 
continuum-client, Unknown, 1, 0, 
contravariant, PVP, 33, 31, 0.4.3, 0.6.1, 0.6.1.1, 1.0, 1.2.0.1, 1.3
contravariant-extras, PVP, 6, 5, 0.3
control-bool, Unknown, 3, 1, 
control-event, PVP, 15, 11, 1.0.0.0, 1.1.0.0
control-invariants, Unknown, 1, 0, 
control-monad-attempt, PVP, 6, 5, 0.3.0
control-monad-exception, PVP, 32, 21, 0.1.2, 0.2, 0.3, 0.3.1, 0.3.2, 0.8.0, 0.8.0.2, 0.8.0.3, 0.9.0, 0.9.1, 0.10.0, 0.10.1, 0.10.2, 0.11.1, 0.11.2
control-monad-exception-monadsfd, PVP, 6, 5, 0.9, 0.9.1, 0.10.3
control-monad-exception-monadstf, PVP, 7, 5, 0.9, 0.9.1
control-monad-exception-mtl, Unknown, 6, 4, 0.8.0.3
control-monad-failure, PVP, 11, 10, 0.2, 0.3, 0.5.0, 0.6.0, 0.7.0
control-monad-failure-mtl, PVP, 5, 4, 0.6.0
control-monad-free, PVP, 11, 10, 0.2, 0.4, 0.5, 0.5.0.1, 0.5.2, 0.5.3, 0.6
control-monad-loop, Unknown, 1, 0, 
control-monad-omega, Unknown, 4, 2, 
control-monad-queue, PVP, 6, 5, 0.0.9.1, 0.0.9.2, 0.1, 0.2, 0.2.0.1
control-timeout, Unknown, 3, 2, 0.1.2
contstuff, PVP, 20, 17, 0.2.2, 0.3.0, 0.4.0, 0.4.1, 0.6.0, 0.7.0, 1.1.0, 1.2.0, 1.2.3, 1.2.4, 1.2.6
contstuff-monads-tf, PVP, 3, 2, 0.2.0
contstuff-transformers, Unknown, 2, 1, 
converge, Unknown, 2, 1, 
conversion, PVP, 5, 4, 1.2
conversion-bytestring, Unknown, 3, 2, 1.0.1
conversion-case-insensitive, Unknown, 1, 0, 
conversion-text, Unknown, 4, 3, 1.0.1
convert, Unknown, 3, 0, 
convert-annotation, Unknown, 4, 1, 
convertible, Unknown, 14, 8, 1.0.7, 1.0.8, 1.0.9.1
convertible-ascii, Unknown, 2, 0, 
convertible-text, PVP, 21, 18, 0.3.0, 0.3.0.7, 0.4.0
cookbook, Unknown, 28, 5, 2.3.2.0, 2.3.3.0, 2.3.3.1, 3.0.1.1
cookie, PVP, 18, 17, 0.1.0, 0.2.0, 0.3.0, 0.4.0, 0.4.2
coordinate, Unknown, 24, 1, 0.1.2
copilot, PVP, 24, 13, 0.23, 0.25, 0.26, 1.0, 2.0
copilot-c99, PVP, 10, 9, 0.2.1, 0.2.2, 2.2.0
copilot-cbmc, PVP, 8, 2, 2.2.0
copilot-core, PVP, 8, 7, 0.2.1, 0.2.2, 0.2.4, 2.1.1, 2.1.2, 2.2.0
copilot-language, Unknown, 13, 0, 
copilot-libraries, Unknown, 8, 0, 
copilot-sbv, PVP, 9, 6, 0.2, 2.1.1, 2.2.0
copilot-theorem, Unknown, 1, 0, 
copr, Unknown, 3, 0, 
core, PVP, 5, 4, 0.2, 0.4, 0.5
core-compiler, Unknown, 1, 0, 
core-haskell, Unknown, 5, 0, 
corebot-bliki, Unknown, 3, 0, 
coroutine-enumerator, Unknown, 2, 1, 
coroutine-iteratee, Unknown, 2, 1, 
coroutine-object, PVP, 7, 4, 0.2, 0.3.0
couch-hs, Unknown, 7, 5, 0.1.4, 0.1.5
couch-simple, Unknown, 1, 0, 
couchdb-conduit, PVP, 38, 35, 0.1.1.0, 0.2.0, 0.4.0, 0.4.1, 0.5.0, 0.6.0, 0.7.0, 0.8.0, 0.8.1, 0.9.0, 0.10.0, 0.10.1
couchdb-enumerator, Unknown, 10, 7, 0.3.3, 0.3.5
count, Unknown, 1, 0, 
countable, SemVer, 3, 2, 1.0
countable-inflections, Unknown, 3, 2, 
counter, Unknown, 2, 1, 
country-codes, Unknown, 4, 3, 
courier, Unknown, 20, 12, 0.1.1.1, 0.1.1.2, 0.1.1.3
court, Unknown, 2, 0, 
coverage, Unknown, 5, 3, 0.1.0.2, 0.1.0.3
cpio-conduit, Unknown, 1, 0, 
cplex-hs, Unknown, 6, 0, 
cplusplus-th, Unknown, 1, 0, 
cpphs, PVP, 35, 24, 1.5, 1.6, 1.10, 1.11, 1.20
cprng-aes, PVP, 18, 15, 0.2.0, 0.3.0, 0.3.2, 0.4.0, 0.5.0, 0.6.0
cprng-aes-effect, Unknown, 3, 1, 
cpsa, Unknown, 37, 0, 
cpu, Unknown, 3, 1, 
cpuid, Unknown, 8, 3, 
cpuinfo, Unknown, 2, 1, 0.1.0.1
cpuperf, Unknown, 2, 0, 
cpython, Unknown, 10, 0, 
cql, Unknown, 9, 3, 3.0.5, 3.0.6
cql-io, PVP, 16, 4, 0.15.2, 0.16.0
cqrs, PVP, 12, 10, 0.2.0, 0.3.0, 0.4.0, 0.5.0, 0.6.0, 0.7.0, 0.8.0, 0.9.0
cqrs-core, Unknown, 1, 0, 
cqrs-example, Unknown, 10, 0, 
cqrs-memory, Unknown, 1, 0, 
cqrs-postgresql, PVP, 2, 1, 0.10.0
cqrs-sqlite3, PVP, 5, 2, 0.8.0, 0.9.0
cqrs-test, Unknown, 1, 0, 
cqrs-testkit, Unknown, 1, 0, 
cqrs-types, Unknown, 2, 0, 
cr, Unknown, 3, 0, 
crack, Unknown, 1, 0, 
crackNum, PVP, 6, 5, 1.1, 1.2, 1.4
craft, Unknown, 1, 0, 
craftwerk, Unknown, 1, 0, 
craftwerk-cairo, Unknown, 1, 0, 
craftwerk-gtk, Unknown, 1, 0, 
crawlchain, Unknown, 3, 0, 
craze, Unknown, 5, 0, 
crc, Unknown, 2, 1, 
crc16, Unknown, 2, 0, 
crc16-table, Unknown, 1, 0, 
creatur, PVP, 63, 39, 5.3.2, 5.4.0, 5.4.1, 5.5.0, 5.6.0, 5.6.7, 5.6.9, 5.7.0, 5.7.1, 5.8.0, 5.8.2, 5.9.0, 5.9.3, 5.9.4, 5.9.7, 5.9.8.2
credentials, Unknown, 2, 0, 
credentials-cli, Unknown, 2, 0, 
crf-chain1, Unknown, 3, 0, 
crf-chain1-constrained, Unknown, 8, 0, 
crf-chain2-generic, PVP, 3, 2, 0.1.1, 0.3.0
crf-chain2-tiers, Unknown, 7, 0, 
critbit, Unknown, 3, 2, 
criterion, PVP, 37, 31, 0.1.3, 0.2.0, 0.3.0, 0.4.0, 0.5.0.0, 0.5.0.5, 0.5.1.0, 0.6.0.0, 0.6.1.1, 0.6.2.0, 0.6.2.1, 0.8.0.0, 1.1.0.0, 1.1.1.0, 1.1.4.0
criterion-plus, Unknown, 4, 3, 
criterion-to-html, Unknown, 3, 0, 
crockford, PVP, 2, 1, 0.2
crocodile, Unknown, 3, 0, 
cron, PVP, 18, 13, 0.3.1, 0.3.2, 0.4.0, 0.4.1.1, 0.4.2
cron-compat, Unknown, 1, 0, 
cruncher-types, Unknown, 5, 0, 
crunghc, Unknown, 2, 0, 
crypto-api, PVP, 38, 30, 0.1.0.0, 0.2, 0.5, 0.6.3, 0.8, 0.9, 0.11, 0.12
crypto-api-tests, Unknown, 3, 1, 
crypto-cipher-benchmarks, Unknown, 5, 3, 
crypto-cipher-tests, Unknown, 11, 7, 0.0.8
crypto-cipher-types, Unknown, 9, 5, 0.0.3, 0.0.5
crypto-classical, PVP, 5, 1, 0.2.0
crypto-conduit, PVP, 24, 19, 0.1.3.1, 0.2.0, 0.4.0, 0.5.0
crypto-enigma, Unknown, 12, 11, 0.0.2.6
crypto-multihash, PVP, 7, 2, 0.2.0.0
crypto-numbers, Unknown, 12, 8, 0.2.6
crypto-pubkey, Unknown, 14, 9, 0.1.3, 0.1.4, 0.2.1
crypto-pubkey-openssh, PVP, 10, 5, 0.1.0, 0.2.0
crypto-pubkey-types, PVP, 13, 7, 0.2.0, 0.3.0, 0.4.0
crypto-random, Unknown, 9, 8, 
crypto-random-api, PVP, 2, 1, 0.2.0
crypto-random-effect, Unknown, 8, 1, 
crypto-rng, Unknown, 1, 0, 
crypto-simple, Unknown, 1, 0, 
crypto-totp, Unknown, 2, 0, 
cryptocipher, PVP, 31, 21, 0.2.7, 0.2.11, 0.4.0, 0.5.0, 0.6.0
cryptohash, PVP, 39, 32, 0.5.1, 0.6, 0.7.0, 0.7.7, 0.8.0, 0.9.1, 0.10.0, 0.11.7, 0.11.8
cryptohash-conduit, Unknown, 2, 0, 
cryptohash-cryptoapi, Unknown, 5, 0, 
cryptohash-md5, Unknown, 4, 3, 
cryptohash-sha1, Unknown, 4, 3, 
cryptohash-sha256, Unknown, 4, 3, 
cryptohash-sha512, Unknown, 1, 0, 
cryptol, PVP, 9, 6, 2.2.3, 2.2.4, 2.2.5, 2.2.6, 2.3.0
cryptonite, PVP, 22, 19, 0.3, 0.6, 0.7, 0.8, 0.9, 0.11, 0.14
cryptonite-conduit, Unknown, 1, 0, 
cryptonite-openssl, Unknown, 4, 3, 
cryptsy-api, Unknown, 3, 0, 
crystalfontz, Unknown, 1, 0, 
cse-ghc-plugin, Unknown, 1, 0, 
csound-catalog, PVP, 12, 9, 0.3.0, 0.4.0, 0.5.0, 0.6.0
csound-expression, PVP, 48, 28, 0.1.0, 0.2.0, 0.3.0, 0.3.2, 1.0.3, 1.1.1, 3.3.0, 3.3.2, 4.0.0, 4.3, 4.4, 4.4.1, 4.5, 4.6, 4.7, 4.8, 4.8.1, 4.9.0
csound-expression-dynamic, PVP, 19, 8, 0.1.3, 0.1.5, 0.1.6, 0.2.0
csound-expression-opcodes, Unknown, 5, 2, 0.0.3, 0.0.3.1
